,Unnamed: 0,user_id,content,class_with,class_without,sentiment,user_name
263,263,291580123,meanwhile halts for no one,3,2,Neutral,TRBRajaa
264,264,2911144905,i welcome decision by Philippines philippines pres duterte to revive country’s nuclear power programme amp base it on milestones approach – and do it safely securely amp effectively a great way to fight amp decarbonize power generation atomsclimate,3,2,Positive,rafaelmgrossi
265,265,21436960,humaninduced is causing dangerous and widespread disruption in nature affecting the lives of billions of people around the world according to the latest climatereport by the backhand_index_pointing_right of the many serious consequences of the climatecrisis is that precious permafrost is thawing and this is unleashing even more carbon into the atmosphere and exacerbating but it’s complicated backhand_index_pointing_right,3,0,Positive,esa
266,266,1329800117344497665,in next weeks episode joins us for our iwd special episode where she provides her professional insights and personal experience with a global persepctive into the gender gap in aec iwd breakthebias womeninaec,3,0,Positive,ConstructiveVo1
267,267,402365986,for those who still question the economic wisdom of acting on floods alone will cost the economy billion per year by according to business roundtable on natural disasters equivalent to qld flood cost this includes socialwellbeing costs,3,2,Positive,nickihutley
268,268,16379018,“the job of a tv weatherperson has evolved from a mélange of informing amp comic relief to one of talking about weather extremes amp vital information the challenges are there are we up to those challenges i say we are we have to be cronkiteaward,3,2,Positive,alroker
269,269,3307869009,women are particularly vulnerable to the effects of due to social economic cultural educational amp health inequalities different experiences different solutions women environment subscribe to our newsletter to learn more is affecting women around the globe is talking to women to bring you the full story subscribe to our newsletter to learn more,3,0,Positive,FullerProject
270,270,591459541,the released its latest climatereport highlighting the arctic as a hotspot of the arctic is warming faster than the rest of the world with serious environmental economic and social implications in high latitudes amp beyond,3,0,Positive,ArcticCouncil
271,271,959285621490515969,shot a video with ji on the savesoil campaign we have only harvests left on our agricultural lands if we don’t act,3,2,Neutral,flyingbeast320
272,272,1245158768003796992,our ppls have been disproportionally impacted by the fires and now these floods it’s time that we got our collective heads together and developed an indigenous climate adaptation strategy auspol,3,0,Positive,bhiamie
273,273,2942361600,a disturbing juxtaposition in todays nyt a story on new warning that time is running out on vs the one about how scotus is on the verge of blocking the us from taking climate action,3,2,Negative,scott_saleska
274,274,746689086,this is it’s not coming it’s here right now we’re living it the extreme weather events we’ve been seeing just this past week in qld and nsw – it’s all due to climate change thread,3,2,Negative,KyleaTink
275,275,277431177,large wild animals attract lots of attention in conservation and rewilding but what role can they play as naturebasedsolutions to in our new review paper in we explore this question free access here,3,0,Positive,ymalhi
276,276,2769994652,check our new review on the role of wild megafauna in mitigation amp adaptation as a key element in restoration efforts to benefit both biodiversity amp climate by amp an amazing team bison horse elephant herb globe_showing_Europe-Africa rewilding carbonour new study showing that animal losses have severely reduced plants capacity to track worldwide is just out in amp on the front page horse paw_prints herb palm_tree sun_behind_rain_cloud big thx for leading plants dispersal extinction biodiversitycrisis mammals birds,3,0,Positive,JCSvenning
277,277,840458011,what does the new ipcc report say about ocean and coastal systems let’s dive in a thread climateadaptation arwgch,3,0,Positive,co2ley
278,278,1043069201534119937,the intergovernmental panel on says that humans and nature are being pushed beyond their abilities to adapt over of the worlds population are highly vulnerable to climate while everyone is affected some are being hit harder… connectaid sdgs,3,0,Negative,ConnectAID_int
279,279,1219176308720181248,todays report from lays out a stark picture of an unfolding climate crisis that is especially impacting vulnerable communities india bangladesh the himalayas and afghanistan are already experiencing the devastating effects of,3,2,Negative,dw_hotspotasia
280,280,214842351,report shows impacts of are here amp affect us more severely than previously thought with the most vulnerable being hardest hit we must listen to the science amp act urgently at cop we need to deliver results for a sustainable amp climate resilient world,3,0,Positive,PEspinosaC
281,281,202313343,breaking new climatereport finds climate impacts are already widespread amp certain to get worse in the nearterm the ipcc estimates that in the next decade alone will drive m more people into extreme poverty,3,2,Positive,WRIClimate
282,282,1252327855700078592,we should stop opening new oil fields and phase out burning fossil fuels as soon as possible because we must keep our planet’s carbon emissions below ºc and have a chance of stopping climate change renewableenergy fossilfuels,3,0,Positive,CYE_BELIEVE
283,283,73760208,brilliant infographic on everything you wanted to know about the ipcc and its brilliant multidimensional multifaceted work on by bookmarkthis,3,0,Positive,SonyKapoor
284,284,632328791,prediction for this evening’s latest ipcc impacts adaptatjon and vulnerability report,3,0,Positive,AlecTang_
285,285,1391108581718691841,we all need to do our part to help our environment because what we are doing to our environment is a mirror reflection of what we are doing to ourselves and to others iwdng thinkearth climateaction,3,0,Neutral,AbigailOyedokun
286,286,295693924,guru gyan living soil is the solution by fpjweekendjournal sundayread weekend sunday planetearth,3,0,Neutral,fpjindia
287,287,29169161,its worldpolarbearday white_heart bear find out about this incredible vulnerable species amp how to protect it polarbear conservation bear climateemergency oceans planet earth nature biodiversity onelife protect wild wildlife is world whale day whale globe_showing_Europe-Africa find out all about this incredible animal blue_heart whales worldwhaleday ocean marine conservation sea planet endangered sealife onelife biodiverse saveouroceans,3,1,Positive,AnimalsAsia
288,288,1430107385985708059,we should stop the construction of coalpower electricity plants because we need to defeat climate change renewableenergy fossilfuels,3,0,Neutral,ChngeSolutions
289,289,1217213360846069760,opinion thought_balloon by rupert darwall western leaders have been saying that the biggest threat to the world is now comes putin armed with nuclear weapons and tanks you can’t win a geopolitical conflict with a solar and windpowered economy,3,2,Positive,EpochOpinion
290,290,1709275855,we lost after yrs im retiring from politics this fall working together with others ive had some good wins but ive had to watch progress beyond the point of no return i hold those that voted littlecampbellriver industrial amp those before them responsible,3,2,Positive,Harold_Steves
291,291,139823781,it’s almost like tv programming soon as the chineseolympics were over putin gins up war wukraine to keep our eyes glued to the communist world but the biggest story in the world is what good is more territory if you can’t breathe the air or drink the water,3,2,Positive,BetteMidler
292,292,1359786528076161024,pushpin mangroves are one of our most powerful tools in the fight against pushpin they also provide habitat to a variety of biodiversity species in the ecosystems we must work together to protect existing mangroves and restore what has already been lost conservation,3,0,Positive,BHI_GLOBAL
293,293,15848832,i dont know who has made this but it is one of the most poignant depictions of the future we are headed towards saveaarey conservation saveforests environmentaljustice,3,2,Positive,amitmehra
294,294,1369996615428108291,the earth isnt a use and throw material it isnt meant for humans to deplete its resource and do endless destruction on it it is meant to be sustainably conserved for the generations to come and for other organisms too thats where we are missing climatecrisis,3,0,Negative,TechCentric_
295,295,561887188,“if the tries to go ahead and renew its bp partnership it will look out of touch with the public mood on ” with the national portrait gallery cutting its ties to bp all eyes are on the british museum to follow suit classical_building eyes,3,2,Negative,drop_BP
296,296,1026803466142969856,perhaps the most frustrating thing about newsmedia climate silence is that the worst catastrophes of are still preventable but we need everyone to understand the stakes and push for change now come on yall endclimatesilence today,3,2,Negative,EndClimtSilence
297,297,1268488663115223041,today is worldthinkingday this years theme our world our equal future explores how women and girls are disproportionately affected by climateactionnow,3,2,Neutral,advocacy_rights
298,298,127483019,a message by the minister of state for zartaj gul on the launch of springplantation campaign today evergreen_tree evergreen_tree evergreen_tree evergreen_tree plantpakistan,3,2,Neutral,PTIofficial
299,299,4331355020,slovenian ambassador alenka suhadolnik on how to break ice and create greener future winterolympics,3,0,Neutral,Chinacultureorg
300,300,1196974159294877696,emirates spraying some toxic over wyoming geoengineering climateengineering weathermodification agenda agenda,1,1,Neutral,SkyMilitia307
301,301,796061761606651905,speaking on this afternoon about how intensifies the impacts of storms like dudley eunice and franklin,3,0,Neutral,Dr_Gilbz
302,302,2657755585,“extreme e”is the first sport built out of concern for the climate crisis to encourage us all to take positive action to protect our planets future extremee,3,0,Positive,ElSherif
303,303,2542937718,does islam tackle the crisis of thread backhand_index_pointing_down islam gives guidance on all social economic political cultural and other substantial issues of life n on climate change wordsofwisdom islam ahmadiyya of walking wordsofwisdom islam ahmadiyya of animals wordsofwisdom islam ahmadiyya over allah’s creation and blessings wordsofwisdom islam ahmadiyya food from contamination wordsofwisdom islam ahmadiyya duty to look after earth wordsofwisdom islam ahmadiyya,3,2,Positive,islaminind
304,304,1074388449686380544,a message by the minister of state for zartaj gul on the launch of springplantation campaign evergreen_tree evergreen_tree evergreen_tree evergreen_tree plantpakistan,3,2,Neutral,ClimateChangePK
305,305,1486970577915101186,worldwideextreme weather events are increasing in both frequency and intensity this is neither a coincidence nor an accident is realwe can still avoid the worst effects of climate change and build a safer future for all creative society globe_showing_Europe-Africa globe_showing_Americas globe_showing_Asia-Australia creativesociety,3,0,Negative,climat_change
306,306,92590175,while mangroves cover only of earth’s land surface they are one of our most powerful tools in the fight against globe_showing_Americas we must work together to protect existing mangroves and restore what has already been lost naturebasedsolutions conservation bluecarbon,3,0,Positive,MangroveProject
307,307,730198661058170880,we should have invested in nuclear years ago blair decided not to do that and now were paying the price le,3,2,Neutral,SDPhq
308,308,78718258,great to see these two beauties joining our specialist fleet to support our rising tide of climate change events great in floods amp on wildfiresinvesting in frontline response in a changing worldwell done team clapping_hands_medium_skin_tone climateresponseadaptation hagglund,3,0,Positive,Lancs_FireDCFO
309,309,1437648325310881793,plastics are harming every life in air water and land chemicals from burning plastics are indiscriminate from hormonedisrupting chemicals to inefficient waste management chemicals and plastics are affecting all forms of life on earth endplasticpollution,0,0,Negative,PlastikTalks
310,310,1048009291838316544,the southernocean is critical habitat for whales that feed on krill –key species of the antarctic food web as shifts krill south migrating whales face potential longterm negative impacts we must act now to protectbluecorridors amp establish mpas,3,0,Negative,WWF_Antarctica
311,311,960342180282839041,origin says it didn’t need to speak with the feds before deciding to close eraring because the state govt is the relevant authority the federal government is officially irrelevant when it comes to and the energytransition,3,2,Negative,ElaineEDO
312,312,12585192,when i shifted my career to workonclimate climate podcasts helped get me informed and up to speed over the last year i’ve noticed podcasts on have really stepped up their game here are excellent recent climate episodes you should listen to now backhand_index_pointing_down_medium_skin_tone thread,3,2,Positive,naimmerchant
313,313,1204240428,adaptation whats water got to do with it join our twitterspace to discuss the role that cleanwater sanitation and hygiene must play in efforts to cope with the climatecrisis washtwitter,3,0,Neutral,wateraid
314,314,208930420,plastic made from fossil fuels fossil fuels massive emissions at every stage of plastic’s lifecycle more on plastics and down_arrow unea plasticstreaty,0,0,Positive,GAIAnoburn
315,315,3053663748,interactions between people and nature infographic based on and ipcc reports,3,0,Neutral,SteveJCornelius
316,316,106464604,for those who still dont think that climate change is real this is mt kenya when i first saw it in and today fixing climate change is not someone elses job it is each and everyone of our jobs to do stefaniepowers whwf conservationthrougheducation,3,2,Positive,Stefanie_Powers
317,317,28817015,we must find solutions for pollution or this will happen ⁦ ⁦ ⁦ ⁦ ⁦ ⁦ ⁦ we still don’t have weekly news show about ⁦ ⁦⁦,3,2,Neutral,ltgrusselhonore
318,318,16544818,is a major source of neglected risk in the world economy says the world development report welldesigned crisis response policies and longerterm reforms can encourage capitalflows toward greener firms amp industries read wdr,3,2,Positive,WBG_Climate
319,319,29853746,wnbr london riding on june subject to lockdowns approvals etc with same starts as last year tell the world download amp print posters rt cycling protest nakedaction bodypositivity wnbr team at first wnbrlondon planning meeting plan to ride on june subject to lockdowns approvals etc with same starts as last year download amp print posters rt cycling protest nakedaction bodypositivity wnbr,3,2,Negative,WNBRLondon
320,320,488464729,i am sofie phd affiliated professor a geologist and palaeontologist working with palynology researching biocrises and in the earths past i am a womaninscience who loves research but i will not lie its not been easy,3,0,Positive,Fiafossil
321,321,1080584229510172678,combating is a public health issue an economic justice issue and a racial justice issuemillions of americans lack access to clean air clean water amp food security because of we need the buildbackbetter act amp a green new deal now,3,2,Positive,RepPressley
322,322,1060795693240070145,effective climateaction requires transparency and accountability from companies climatetrade provides the platform to make it happen follow us to hear about sustainability and blockchain technology,3,0,Positive,ClimateTrade
323,323,3322438176,climate change is real people it is time we acted like it science to the future generations it was good for the economy when they cant farm the land breath the air or drink the water,3,2,Positive,pinkheretic
324,324,53139864,as our partnership with motors into season check out our story so far see how data amp analytics help the team win races engage with fans amp fight,3,2,Positive,Genpact
325,325,23754018,shea nut butter trees have sustained ugandans for generations trees are cut down amp sold as charcoal in bulk for commercial purposes help fight against and protect the shea nut butter trees evergreen_tree palm_tree deciduous_tree gtgt camera_with_flash wikipedia,3,2,Negative,Greenpeaceafric
326,326,112807276,we agree with its time for world leaders and businesses to wake up and face the climate emergency follow right_arrow climatecrisis climateemergency,3,2,Neutral,green4EMA
327,327,28775032,dear world powers kindly consider putting a stop to all military threats and activities the rest of the world are suffering so much already pandemic poverty inequality extremeweatherdisturbances authoritariangovernments,3,2,Positive,marvicleonen
328,328,1193262397,join us at our upcoming supporter event to hear about our climate smart agriculture projects seedling choosetheworldyouwant sign up for free here right_arrow,3,0,Positive,SharedIntFdn
329,329,1450407221565837314,week of schoolstrikeforclimate and am still standing firm join me fight and uprootthesystem,3,2,Negative,Leahinitiative
330,330,930316859181854721,im professor in forestatmosphere interactions at the my research concerns forests ecosystems and how we can promote the longterm data in womeninscience,3,0,Neutral,JaanaBack
331,331,755923763829497856,todays climatestrike from my village home with my twin brothers and cousins i told them today about the climatecrisis children do not know or understand that globalwarming and are threatening their futureour demand to savetheearth and bangladesh globe_showing_Europe-Africa Bangladesh mapa th week of schoolstrikeforclimatedemanding climatejustice amp climateactionin the past i have learned from many activists around the worldbut my inspiration is have already founded an org to contribute to the fight against,3,2,Positive,NayonSorkarBD
332,332,1027944794088239104,this is how we play international politics masstreeplanting mamamazingira,3,2,Neutral,AfricaGreens
333,333,363180823,even though it can be hard to pinpoint exactly how climate change intensified a particular weather event the progressionpath is clear — hotter heat waves drier longer droughts bigger storm surges and greater snowfall scientistsaresure wtpblue demvoice are plant seed dispersers a mutual benefit both depend on for existence migratory birds transport seeds far distances which is nature’s way of preserving plants frm when temps are hotter than tolerable this chain must not be broken wtpblue demvoice,3,0,Positive,bkaydw
334,334,103865085,how can venus and mars teach us about and the evolution of atmospheres in the solar system one of the topics being discussed now on twitter spaces read more here later backhand_index_pointing_right explorefarther,3,0,Positive,esascience
335,335,24671422,we agree with in her interview for communities living on the frontlines of the climatecrisis are already experiencing lossanddamage governments must place human rights amp justice at the heart of responses to,3,0,Neutral,TheElders
336,336,774328791606767617,kerry and i had a fruitful engagement with president mexico is a key ally in the fight against through clean and renewable energiesit was a pleasure to receive in mexico as partnersneighborsfriends we’re sharing with mexico our ideas for developing cleanenergies and working together against proud of our strong alliance and shared vision for the future,3,0,Positive,USAmbMex
337,337,1400139779480731651,in just a few months klima has absorbed carbon credits equivalent to what million trees capture in a year deciduous_tree by staking klima you own a piece of our treasury as a reward for helping fight klimates are stronger together green_heart watch movie_camera,3,2,Positive,KlimaDAO
338,338,842679437263028226,global temperature for the last years showing the world leaving the ice age years of stability and then a rapid recent warming dataviz globalwarming long ago were the hottest and coldest years on record around the world dataviz globalwarming global temperature in this time i havent masked out the oceans dataviz globalwarming era global temperature over if you look you can see some north american extremes eg mid february texas freeze and late june pacific northwest heat dome dataviz globalwarming,3,0,Negative,neilrkaye
339,339,928925381419298816,my ted talk on how the ocean can help save us from is live is a super year for the ocean from oneoceansummit amp ouroceanconference to ocean conference amp cop let’s make the most of ocean solutions to sdgs tedcountdown,3,0,Positive,sruffoocean
340,340,748197966968561664,the parks and horticulture authority pha has developed a mega rainwater harvestingstorage project in five major parks across rawalpindi city pakistan developingpakistan rain punjab rawalpindi themepark parklife Pakistan Pakistan,3,2,Positive,developingpak
341,341,1481016831716442112,you can be the superhero which earth needs give minutes of yours and become an earth buddy seedling backhand_index_pointing_down globe_showing_Americas savesoil consciousplanet sadhguru gogreen ecofriendly environmentalist deforestation sustainability csr planttrees saveearth,3,0,Neutral,enter_truth
342,342,2787878432,how does a spit develop la pointe darçay france landsat timelapse rgb gt potential record of created w vg streamlit by app coastalprocesses longshoredrift geographyteacher,3,2,Neutral,mildthing99
343,343,1215013497215565824,concrete is sustainable resilient and recyclable now more than ever we must address the realities of learn more about the industry’s roadmap to carbon neutralitythe cement and concrete industry is committed to achieving carbon neutrality learn more about our roadmap and how we plan to combat,3,0,Positive,By_Concrete
344,344,73327118,we need to stop taking our mother earth for granted savesoil consciousplanet saveourplanet,3,2,Neutral,srkalesh
345,345,1119014143590305797,were beyond permitting fantasy to dictate public policy evolution is real is happening covid kills dobetter bluevoices is real covid kills vaccineswork wearadamnmask its not oppression and the earth is round icymi stopthestupid bluevoices,3,2,Positive,SurfsUpBodhi
346,346,137207244,just boarded plane to pakistan for what will be a short but intense visit will work with livingindus team listening sessions in karachi lahore amp islamabad on indus amp in the ageofadaptation my soundtrack this mesmerizing ode to the indus,3,2,Positive,AdilNajam
347,347,3074982280,fossilfuel industry is profitting from the energy crisis they helped create labelling a hoax govts failed to act failed to insulate failed to shift to renewables what do we do buy more oil and gas and blaming green levies is coming via,3,2,Negative,BonnieBouma
348,348,17089636,as seedhauling animals decline some plants can’t keep up with,3,2,Neutral,NewsfromScience
349,349,1122858502874124288,pouting_face ecocidal monsters announce billion in profits pouting_face billion spent lobbying politicians spreading denial drilling amp fracking killing our oceans with seismic surveying amp ocean bed extraction amp suing govts who do take action we must stopoil,3,2,Neutral,XRebellionUK
350,350,2219233063,think of and read these words backhand_index_pointing_down,3,2,Neutral,SudhaRamenIFS
351,351,1177412853919182849,week climatestrike in india India according to the globalclimateriskindex india is seventh on the list of countries most affected by indias climate efforts are widely seen as a long way from the drastic measures needed to respond to the climateemergency,3,2,Positive,GryllsMaitreya
352,352,219081096,our first pacific nomination to the nobel prize alongside key climate activists is so well deserved and provides global momentum for action on our global crisis manuia minister kofe,3,0,Positive,ForumSEC
353,353,1210379403332423680,did anyone else hear dutton drop last night on the report that the lnp ipa were considering using troops to stop australians accessing hospitals in the advent of a worse case scenario with covid tanks now it makes sense they know is an existential threat,3,2,Negative,Gekko_au
354,354,907534014902390784,new paper out birds are moving a meter per year uphill in scandinavian mountains under shortlived species move faster than longlived species nice start for the phd of,3,0,Positive,AksuLehikoinen
355,355,803524479792140288,this feels crazy to say but i’m going to the north pole an expedition with amazing women we’ll be collecting data for studies whilst pulling sledges containing all the equipment we need in temps down to c excited is an understatement climatecrisis,3,0,Positive,KalyaniLodhia
356,356,768872144470216704,the fight against is a fight against poverty,3,2,Neutral,JoinIsmail
357,357,1530504715,happy worldwetlandsday ever wondered how peatlands work and the role they play in climateaction or did you know that damaged natural ecosystems can also contribute to this new video explains how peatlands developed and how they function to store carbon,3,0,Positive,DeptHousingIRL
358,358,3431710900,today i signed a new agreement w nsf director dr panch panchanathan panch is one of the smartest amp upbeat leaders in gov’t it’s an exciting time for collaboration between amp on issues from to ai,3,2,Positive,rickspinradnoaa
359,359,579433260,Eritrea deciduous_tree palm_tree sustainable practices help to combat harmful impact of amp leave a green legacy sdgs africa farmers to implement sustainable practices helps to reverse some of the adverse effects of and land degradation sdgs is critical to our survival working together for land restoration to improve livelihoods reduce vulnerabilities and combat harmful effects of sdgs africa,0,0,Negative,FikreJesus
360,360,48774028,january brought extreme cold amp snow to east us amp the beginning of february will bring snow from plains to the great lakes followed by cold with the largest departures over texas similar to last year how to reconcile with,3,2,Negative,judah47
361,361,550342513,no one is trulyugandan when they don’t say no to the eacop which is threatening tourism amp other green economic sectors in uganda iucn,3,2,Negative,SaveVirunga
362,362,42936596,a fantastic image produced to increase awareness of the importance of conservation nature,3,0,Positive,joshforwood
363,363,1266243258,i think i just nailed the perfect tiktok video to unleash the trolls rapid fire views of ice core drilling amp analysis then exploding_head kyr of co views in an hour and the comments… wowza,3,0,Positive,icy_pete
364,364,2597693048,sun new job opportunity in barcelona sun we are looking for a in europe and health research fellow to join the global health resilience team based at the barcelona supercomputing centers earth sciences department globe_showing_Europe-Africa satellite mending_heart application details below down_arrow,3,0,Positive,drrachellowe
365,365,3832556481,nepal is one of the most vulnerable countries to we can’t afford to lose focus but from local communities to a global coalition action is happening and there is hope we can do this,3,2,Positive,USAmbNepal
366,366,2827556878,foreign office spokesman says in defence of liz truss visit to australia on a govt plane covered in union jacks she needed to use that plane in case she needed to return quickly due to ukraine being invaded or maybe dont go at all amp do it by zoom face_with_symbols_on_mouth,3,2,Negative,BpsmithUk
367,367,913690691359924226,megaphone out now the climate change innovation compendium showcases ⃣⃣⃣ innovative projects from un entities explore how the un is leveraging data ai greentech naturebasedsolutions amp more to help people mitigate and adapt to,3,0,Positive,UN_Innovation
368,368,93984265,visionzero is a issue if people dont feel safe walkingbiking theyll drive instead of our car trips are short distances in my city of our emissions are from transportation its a minute bike ride south to north across the city but not safe enough,3,2,Positive,rebeccajtiffany
369,369,22215485,remember snow and cold in charlotte during the winter use to be normal not having them was the oddity cltwx,3,2,Negative,wxbrad
370,370,2588591737,new paper wtf is happening with wolverines the st global analysis of wolverine ecology amp conservation research shows the st century challenges facing this tough creature thread spoiler and landscapechange are lead characters,3,0,Negative,JasonTFisherLab
371,371,342203210,gbwintersports is a great initiative creating a great avenue for the youth of gilgitbaltistan to step out and be creative amid very cold weather hopefully great icehockey players representing pakistan globally in future red_heart girlpower climateaction,3,0,Positive,ZaeemZia
372,372,378790200,delighted to have been reselected by a packed virtual room of bloomsbury members last night raising_hands_medium-dark_skin_tone rose been an honour amp privilege to serve for yrs but always more to do amp to put my experience campaigning on amp equalities to best use raising_hands_medium-dark_skin_tone rose green_heart,3,2,Positive,RishiMadlani
373,373,1189438597734244352,of people heavily affected by are girls and women,3,2,Negative,patienceNabz
374,374,1361305803186188289,baltistan ice hockey championship play for a cause glaciersmelting climateaction gbwintersports,3,2,Neutral,sajid_sadpara
375,375,396044297,everything president biden has done to fight so far get a cup of tea or a beer it might take a while to read this one onev demcast demvoice demsusa,3,2,Positive,PeggyStuart
376,376,1324208764627550208,on march th we will protest to compensate for and seek justice join us in a global protest peoplenotprofit fridaysforfuture,3,2,Neutral,FFFPunjab
377,377,1328230121040347136,little mahnoor from sadpara skardu inaugurated baltistan ice hockey championship ‘ by skating on field with pakistani flag in her hand glaciersmelting climateaction gbwintersports camera hockey ground skardu pakistan Pakistan glaciersmelting climateaction gbwintersports camera gb photographers association,3,2,Negative,RNAKOfficial
378,378,2437422650,just finished reading “the new climate war” by to say it’s eyeopening really doesn’t cover it prof mann exposes the decades of denial deflection disinformation amp delay by fossilfuel interests in addressing an extraordinarily important book,3,2,Positive,KathrinBussmann
379,379,102391534,punjab… biodiversity project leaf_fluttering_in_wind potted_plant khalsa aid are reintroducing indigenous trees to villages as part of our longterm project focuspunjab climateaction sustainability,3,0,Neutral,Khalsa_Aid
380,380,1463176934,mozambique Mozambique zimbabwe Zimbabwe and malawi Malawi were listed as of the countries most affected by in the global climate risk index and collectively produce less than of the world’s emissions this is what climateinjustice looks like globe_showing_Europe-Africa,3,2,Positive,hannah_rickman
381,381,254235974,as the world paves a path to a netzero future sustainabilitylinked finance plays a critical role in encouraging businesses to tackle and help secure a green resilient and inclusive recovery learn more here backhand_index_pointing_down_medium-dark_skin_tone emcompass,3,0,Positive,IFC_org
382,382,53435986,we climate scientists have been trying to raise the climate crisis alarm for decades but weve been drowned out by these fossil fuel industryfunded pr campaigns said scicomm,3,0,Negative,NCSE
383,383,32372834,declines in seeddispersing animal species—upon which half of all plant species rely—have significantly reduced the ability of plants to adapt to by limiting plants’ ability to migrate into new ranges according to a new science study in seeddispersing animal species—upon which half of all plant species rely—have significantly reduced the ability of plants to adapt to by limiting plants’ ability to migrate into new ranges according to a new science study in seeddispersing animal species—upon which half of all plant species rely—have significantly reduced the ability of plants to adapt to by limiting plants’ ability to migrate into new ranges according to a new science study,3,0,Positive,ScienceMagazine
384,384,24290265,children like this young boy in southsudan are least responsible for climate change but they are already paying the highest price broken_heart is happening now the time for taking climate action is now check_mark_button v sdg globe_showing_Europe-Africa,3,2,Positive,KentPage
385,385,1052325553,if you think is not real indonesia has decided to change its capital city since jakarta is sinking the megacity is overpopulated amp flood prone lesson for all cities research says if we list top solutions for checking globalwarming only of them are associated with energy sector surprisingly among top twenty solution r related with food system how it is produced processed amp consumed has altogether great impact on,3,2,Positive,ParveenKaswan
386,386,812902930864971776,week we can only stop climate change if we work together every little bit helps climateaction climateactionnow climatecantwait climatestrikeonline fridaysforfuture fffportlandmetro climatecrisis climatejustice facetheclimateemergency it is time for immediate climate action climateaction climateactionnow climatecantwait climatestrikeonline fridaysforfuture fffportlandmetro,3,0,Negative,Abner4Action
387,387,93714983,our latest opendata release of over radarsat satellite images will help industry and researchers take action on amp more satellite camera r mosaics –,3,0,Positive,csa_asc
388,388,1447138928570421256,the truth which must be spoken openly globalcrisis discussion small_blue_diamond experts l mcmichael n cunetchii canada w etienne usa small_blue_diamond topics environmental pollution refugees amp modernday slavery the way out creativesociety you were an eyewitness of the earthquake in afghanistan please share your story with the world folded_hands contact us at climate climateemergency climateaction afghanistandisaster afghanistancrisis naturaldisaster how can we make a global difference to the rapidly increasing number of climate refugees check_mark_button how important is it to honestly inform people about the impending climate disasters check_mark_button how can humanity cope with globalcrisis discussion madness → what are the eyewitnesses saying shocking floods snowfalls → japan pakistan today it is obvious to everyone that is escalating that unfortunately takes human lives climate breakingnews red_circle creativesociety are people not numbers globalcrisis discussion check_mark_button today’s situation with refugees around the world check_mark_button societys inaction during climate disasters check_mark_button creativesociety is our chance to survive wewantlive lastwarofhumanity red_circle peoples revelations about the globalcrisis conf took place on dec conf showed how much can be done by people united in one goal climateactionnow migration play_button wewantlive to survive in order to prevent extinction we must unite our collective scientific potential in creativesociety the future depends on each of us climateaction excerpt from the conf globalcrisis red_circle simple amp clear explanation of the causes of and its cyclical character excerpt from globalcrisis conf play_button creativesociety climatecrisis climateaction globalwarming its destroying our planet international globalcrisis discussion slovakia uae mexico ukraine panelists will discuss important topics such as and the catastrophic state of the environment climateaction earthquake ecology humanity must know the truth we cannot hide scientific facts prove cyclicity of we need united humanity in creativesociety globalcrisis climateaction speakup play_button this is a moment of how a magnitude earthquake hit southwest china red_question_mark are we really aware of what is coming at us pls watch creativesociety project amp join us globalcrisis climateaction climatecrisis earthquakes climate,3,2,Positive,CreativeScty
389,389,1240094473637343232,in hrs camping rt follow quoted tweet their pin pushpin with this hashtags below backhand_index_pointing_down fridaysfuture ecofriendly earth sustainability sustainableliving environment eco savetheplanet planet ecology climate climateaction,3,0,Neutral,itsprettyjamie
390,390,206717989,citizens will present their recommendations today at the future of europe conference plenary on European_Union euvalues amp rights judge rule of law locked_with_key security ballot_box_with_ballot democracy sun_behind_cloud amp environment medical_symbol health tune in today from pm cet → thefutureisyours,3,2,Neutral,EUCouncil
391,391,946344888,vetfollow everyone who likes or retweets this drcole vetfollow everyone who likes or retweets this drcole vetfollow everyone who likes or retweets this drcole,3,2,Neutral,1drcole
392,392,920364181488132096,this video of a polar bear hunting a reindeer in norway and in the process steering away from its usual food sources highlights the impact of on its diet polarbears read thread backhand_index_pointing_down,3,0,Negative,weatherindia
393,393,190186196,drumroll today were launching our campaign to help people understand why blanket bogs are worth protecting because they are huge stores of carbon keeping it in the ground is essential to tackling folded_hands please share peatlandsmatter,3,2,Positive,moorsforfuture
394,394,95316081,nursery areas are important for newborn reef sharks but threatens their safety new physioshark study led by w splanes out today in camera_with_flash s by link bookmark_tabs,3,0,Positive,physiologyfish
395,395,1278448601623072772,seedling help reduce plastic waste vegan valentinesday,0,0,Negative,ethereal_vegan
396,396,229045433,its penguinawarenessday penguin penguin penguin emperor penguins are at increased risk of extinction due to amp increasing extreme climate events such as glacial calving amp sea ice loss dr phil trathan explains more here camera_with_flash peter fretwell bas,3,0,Positive,BAS_News
397,397,705687017,today i joined academics amp scientists in telling the federal government that carbon capture amp storage and the proposed ccs tax credit are bad ideas read the letter here canpoli,3,2,Negative,StepanWood
398,398,362642209,i was live on last night talking about the language of climate change heres a thread of short clips first i was asked to address what we call it climatecrisis climateemergency globalwarming great to talk with,3,2,Positive,ClimateComms
399,399,1316994364435058688,violated future day i am excited to introduce you my new project countdown starting today i will create and post a daily digital artwork to raise awareness on the artworks are inspired by causes effects and solutions of this crisis,3,0,Positive,NativeBearr
400,400,39871442,gold has a unique story when it comes to almost all of its associated emissions come from mining alone learn more in this episode of our esg video series,3,0,Positive,GOLDCOUNCIL
